id_entrega,id_cliente,id_vehiculo,id_operador,id_ruta,fecha_salida,hora_salida,fecha_entrega_programada,hora_entrega_programada,fecha_entrega_real,hora_entrega_real,peso_carga,cantidad_paquetes,distancia_real_km,combustible_consumido_litros,precio_combustible,costo_envio,costo_combustible,costo_total,minutos_retraso,entrega_tardia,estatus,observaciones
133,48,26,30,50,2026-06-23,19:09:00,2026-06-23,03:09:00,2026-06-24,03:09:00,3.29,45,234.43,33.44,24.93,2361.15,833.66,3194.81,0,False,Entregada,Entrega realizada en tiempo
134,38,27,59,6,2026-01-30,08:22:00,2026-01-30,09:16:00,2026-01-30,09:16:00,0.4,40,27.68,3.56,26.14,998.4,93.06,1091.46,0,False,Entregada,Entrega realizada en tiempo
135,67,31,23,31,2026-01-25,17:46:00,2026-01-25,01:18:00,2026-01-26,01:43:00,15.28,58,194.41,27.62,26.24,3464.05,724.75,4188.8,25,True,Tardía,Hora pico
136,15,2,55,22,2026-06-15,08:43:00,2026-06-15,16:22:00,2026-06-15,16:22:00,7.32,22,345.25,69.61,25.96,3134.25,1807.08,4941.33,0,False,Entregada,Entrega realizada en tiempo
137,67,12,36,11,2026-03-26,20:27:00,2026-03-26,23:13:00,2026-03-26,23:13:00,0.63,60,72.42,10.36,24.62,1405.1,255.06,1660.16,0,False,Entregada,Entrega realizada en tiempo
138,24,12,41,43,2026-04-21,15:01:00,2026-04-21,06:28:00,2026-04-22,06:28:00,1.17,79,434.93,62.22,24.8,3423.65,1543.06,4966.71,0,False,Entregada,Entrega realizada en tiempo
139,55,25,1,46,2026-02-24,09:17:00,2026-02-24,00:07:00,2026-02-25,00:07:00,6.97,9,445.92,94.88,26.2,3498.6,2485.86,5984.46,0,False,Entregada,Entrega realizada en tiempo
140,69,12,24,21,2026-02-20,17:07:00,2026-02-20,00:10:00,2026-02-21,00:10:00,1.38,34,274.98,39.34,24.96,2284.9,981.93,3266.83,0,False,Entregada,Entrega realizada en tiempo
141,82,21,39,25,2026-06-06,15:37:00,2026-06-06,01:03:00,2026-06-07,01:03:00,1.63,15,342.04,47.84,26.38,2493.2,1262.02,3755.22,0,False,Entregada,Entrega realizada en tiempo
142,80,12,53,44,2026-06-30,12:58:00,2026-06-30,15:08:00,2026-06-30,15:08:00,0.52,79,64.37,9.21,25.69,1505.85,236.6,1742.45,0,False,Entregada,Entrega realizada en tiempo
143,41,8,16,20,2026-01-30,09:23:00,2026-01-30,10:56:00,2026-01-30,10:56:00,5.93,19,58.91,6.29,24.67,1539.55,155.17,1694.72,0,False,Entregada,Entrega realizada en tiempo
144,18,37,25,28,2026-02-17,18:40:00,2026-02-17,01:41:00,2026-02-18,01:41:00,0.49,69,284.64,30.35,25.58,2524.2,776.35,3300.55,0,False,Entregada,Entrega realizada en tiempo
145,23,36,11,32,2026-03-15,08:11:00,2026-03-15,20:15:00,2026-03-15,20:15:00,0.6,41,349.17,41.18,25.48,2633.85,1049.27,3683.12,0,False,Entregada,Entrega realizada en tiempo
146,46,1,32,9,2026-02-19,15:35:00,2026-02-19,23:08:00,2026-02-19,23:08:00,0.39,65,181.76,17.54,24.64,1967.8,432.19,2399.99,0,False,Entregada,Entrega realizada en tiempo
147,63,27,46,29,2026-05-06,09:05:00,2026-05-06,14:19:00,2026-05-06,14:50:00,2.24,73,174.16,22.39,23.13,2178.8,517.88,2696.68,31,True,Tardía,Hora pico
148,29,35,19,11,2026-07-19,17:36:00,2026-07-19,20:22:00,2026-07-19,20:22:00,0.94,64,67.85,9.16,23.45,1445.25,214.8,1660.05,0,False,Entregada,Entrega realizada en tiempo
149,15,18,50,35,2026-07-30,14:34:00,2026-07-30,18:08:00,2026-07-30,18:08:00,0.51,6,158.93,14.88,24.77,1393.65,368.58,1762.23,0,False,Entregada,Entrega realizada en tiempo
150,28,28,7,48,2026-08-01,10:19:00,2026-08-01,15:32:00,2026-08-01,15:32:00,4.43,5,189.16,27.74,24.39,1928.8,676.58,2605.38,0,False,Entregada,Entrega realizada en tiempo
151,12,29,56,8,2026-07-18,10:13:00,2026-07-18,13:41:00,2026-07-18,13:41:00,4.9,76,93.88,9.81,26.44,2067.4,259.38,2326.78,0,False,Entregada,Entrega realizada en tiempo
152,79,28,11,40,2026-02-05,09:52:00,2026-02-05,02:54:00,2026-02-06,02:54:00,0.56,27,427.32,62.66,25.28,2908.6,1584.04,4492.64,0,False,Entregada,Entrega realizada en tiempo
153,69,18,39,35,2026-02-13,13:45:00,2026-02-13,17:19:00,2026-02-13,17:19:00,0.45,38,138.68,12.99,24.07,1542.4,312.67,1855.07,0,False,Entregada,Entrega realizada en tiempo
154,66,7,9,49,2026-07-21,16:58:00,2026-07-21,07:29:00,2026-07-22,07:29:00,0.34,8,358.82,58.82,26.47,2392.1,1556.97,3949.07,0,False,Entregada,Entrega realizada en tiempo
155,17,9,16,10,2026-07-02,13:53:00,2026-07-02,16:18:00,2026-07-02,16:18:00,0.49,32,78.44,6.41,25.7,1197.2,164.74,1361.94,0,False,Entregada,Entrega realizada en tiempo
156,63,10,37,41,2026-03-10,16:24:00,2026-03-10,23:40:00,2026-03-10,23:52:00,6.9,58,195.0,19.56,24.61,2629.0,481.37,3110.37,12,True,Tardía,Incidencia operativa
157,96,18,45,24,2026-04-27,18:20:00,2026-04-27,02:57:00,2026-04-28,03:58:00,0.82,75,287.68,26.94,25.66,2620.4,691.28,3311.68,61,True,Tardía,"Tráfico alto, Hora pico"
158,46,5,51,35,2026-04-12,09:27:00,2026-04-12,13:01:00,2026-04-12,13:01:00,14.89,28,151.37,19.02,24.29,2969.85,462.0,3431.85,0,False,Entregada,Entrega realizada en tiempo
159,37,22,36,37,2026-02-03,18:50:00,2026-02-03,12:08:00,2026-02-04,12:08:00,0.31,44,483.84,46.79,26.05,3302.2,1218.88,4521.08,0,False,Entregada,Entrega realizada en tiempo
160,6,7,41,30,2026-01-05,08:59:00,2026-01-05,14:07:00,2026-01-05,14:07:00,1.69,21,120.2,19.7,23.0,1438.0,453.1,1891.1,0,False,Entregada,Entrega realizada en tiempo
161,55,13,45,9,2026-08-14,12:10:00,2026-08-14,19:43:00,2026-08-14,20:04:00,6.25,36,207.02,16.89,24.0,2448.1,405.36,2853.46,21,True,Tardía,Incidencia operativa
162,48,11,4,26,2026-06-10,12:46:00,2026-06-10,18:45:00,2026-06-10,18:45:00,3.24,30,157.83,33.02,23.36,1853.15,771.35,2624.5,0,False,Entregada,Entrega realizada en tiempo
163,13,1,14,31,2026-01-20,08:37:00,2026-01-20,16:09:00,2026-01-20,16:09:00,0.51,29,193.58,18.69,24.78,1750.9,463.14,2214.04,0,False,Entregada,Entrega realizada en tiempo
164,2,22,53,8,2026-08-09,16:44:00,2026-08-09,20:12:00,2026-08-09,20:12:00,0.85,17,101.98,9.86,23.92,1230.9,235.85,1466.75,0,False,Entregada,Entrega realizada en tiempo
165,12,7,7,21,2026-04-05,12:08:00,2026-04-05,19:11:00,2026-04-05,19:11:00,0.8,49,292.69,47.98,26.01,2435.45,1247.96,3683.41,0,False,Entregada,Entrega realizada en tiempo
166,18,10,5,34,2026-05-25,05:39:00,2026-05-25,09:30:00,2026-05-25,09:30:00,13.95,22,99.52,9.98,25.89,2568.6,258.38,2826.98,0,False,Entregada,Entrega realizada en tiempo
167,81,10,59,27,2026-06-07,17:55:00,2026-06-07,05:38:00,2026-06-08,06:08:00,4.84,28,327.08,32.81,25.36,2843.4,832.06,3675.46,30,True,Tardía,"Hora pico, Distancia larga"
168,50,23,28,21,2026-07-22,08:15:00,2026-07-22,15:18:00,2026-07-22,15:18:00,1.6,36,295.45,54.11,23.99,2425.25,1298.1,3723.35,0,False,Entregada,Entrega realizada en tiempo
169,77,39,47,39,2026-03-14,05:54:00,2026-03-14,14:17:00,2026-03-14,14:17:00,4.65,39,198.29,16.0,25.43,2268.45,406.88,2675.33,0,False,Entregada,Entrega realizada en tiempo
170,25,26,19,42,2026-01-14,10:31:00,2026-01-14,13:42:00,2026-01-14,14:37:00,6.69,50,98.13,14.0,25.38,2059.65,355.32,2414.97,55,True,Tardía,Tráfico alto
171,68,1,24,21,2026-02-03,15:55:00,2026-02-03,22:58:00,2026-02-03,22:58:00,0.55,73,281.84,27.2,25.19,2548.2,685.17,3233.37,0,False,Entregada,Entrega realizada en tiempo
172,23,31,50,5,2026-01-05,07:00:00,2026-01-05,16:56:00,2026-01-05,17:50:00,9.84,34,261.48,37.14,24.15,3063.4,896.93,3960.33,54,True,Tardía,"Tráfico alto, Hora pico"
173,92,33,50,27,2026-04-19,15:05:00,2026-04-19,02:48:00,2026-04-20,02:48:00,0.44,69,297.03,37.89,23.61,2581.15,894.58,3475.73,0,False,Entregada,Entrega realizada en tiempo
174,11,20,6,33,2026-02-22,08:34:00,2026-02-22,17:28:00,2026-02-22,18:53:00,4.3,42,261.09,35.43,23.26,2571.45,824.1,3395.55,85,True,Tardía,"Tráfico alto, Hora pico"
175,90,28,47,16,2026-01-15,10:05:00,2026-01-15,00:33:00,2026-01-16,01:17:00,8.14,56,435.16,63.81,25.66,3937.8,1637.36,5575.16,44,True,Tardía,"Distancia larga, Carga pesada"
176,85,12,8,1,2026-07-01,08:44:00,2026-07-01,15:03:00,2026-07-01,15:45:00,1.04,2,197.36,28.23,25.07,1606.8,707.73,2314.53,42,True,Tardía,Hora pico
177,93,17,11,24,2026-02-02,11:46:00,2026-02-02,20:23:00,2026-02-02,20:23:00,0.64,16,290.54,51.61,23.12,2144.7,1193.22,3337.92,0,False,Entregada,Entrega realizada en tiempo
178,55,18,34,5,2026-03-09,07:31:00,2026-03-09,17:27:00,2026-03-09,17:27:00,0.68,59,292.54,27.39,23.22,2502.7,636.0,3138.7,0,False,Entregada,Entrega realizada en tiempo
179,73,11,24,11,2026-03-07,08:57:00,2026-03-07,11:43:00,2026-03-07,11:43:00,3.23,74,71.29,14.91,23.46,1771.45,349.79,2121.24,0,False,Entregada,Entrega realizada en tiempo
180,95,33,1,3,2026-08-08,05:15:00,2026-08-08,07:32:00,2026-08-08,07:32:00,0.3,6,59.22,7.55,24.53,874.1,185.2,1059.3,0,False,Entregada,Entrega realizada en tiempo
181,20,12,60,3,2026-05-22,16:14:00,2026-05-22,18:31:00,2026-05-22,18:31:00,0.65,42,63.48,9.08,26.66,1218.4,242.07,1460.47,0,False,Entregada,Entrega realizada en tiempo
182,41,18,53,5,2026-05-27,14:07:00,2026-05-27,00:03:00,2026-05-28,00:03:00,0.71,65,279.9,26.21,23.21,2490.5,608.33,3098.83,0,False,Entregada,Entrega realizada en tiempo
183,29,34,3,26,2026-01-18,17:55:00,2026-01-18,23:54:00,2026-01-18,23:54:00,8.29,37,171.3,14.23,24.24,2481.5,344.94,2826.44,0,False,Entregada,Entrega realizada en tiempo
184,12,36,30,1,2026-04-05,09:18:00,2026-04-05,15:37:00,2026-04-05,15:37:00,0.59,73,172.87,20.39,25.96,2007.35,529.32,2536.67,0,False,Entregada,Entrega realizada en tiempo
185,32,30,24,38,2026-05-07,09:46:00,2026-05-07,14:17:00,2026-05-07,14:17:00,2.15,70,179.03,15.38,23.98,2170.15,368.81,2538.96,0,False,Entregada,Entrega realizada en tiempo
186,1,27,2,15,2026-05-19,14:40:00,2026-05-19,17:03:00,2026-05-19,17:03:00,2.36,2,59.27,7.62,23.01,1048.35,175.34,1223.69,0,False,Entregada,Entrega realizada en tiempo
187,85,25,55,48,2026-07-06,12:06:00,2026-07-06,17:19:00,2026-07-06,17:19:00,3.3,27,171.9,36.57,23.95,1905.5,875.85,2781.35,0,False,Entregada,Entrega realizada en tiempo
188,63,4,10,46,2026-03-13,07:02:00,2026-03-13,21:52:00,2026-03-13,21:52:00,2.29,30,383.78,64.5,25.08,2887.9,1617.66,4505.56,0,False,Entregada,Entrega realizada en tiempo
189,90,24,30,48,2026-01-22,08:32:00,2026-01-22,13:45:00,2026-01-22,13:45:00,3.6,18,180.18,16.89,24.58,1904.9,415.16,2320.06,0,False,Entregada,Entrega realizada en tiempo
190,76,37,4,28,2026-06-19,08:15:00,2026-06-19,15:16:00,2026-06-19,16:03:00,1.07,38,257.08,27.41,24.27,2196.4,665.24,2861.64,47,True,Tardía,"Hora pico, Carga pesada"
191,35,15,5,13,2026-02-04,08:09:00,2026-02-04,19:52:00,2026-02-04,20:49:00,0.57,14,347.5,71.5,23.48,2406.5,1678.82,4085.32,57,True,Tardía,"Hora pico, Distancia larga"
192,46,14,29,20,2026-04-29,11:54:00,2026-04-29,13:27:00,2026-04-29,14:00:00,6.41,16,62.55,6.74,23.16,1581.75,156.1,1737.85,33,True,Tardía,Carga pesada
193,42,10,6,46,2026-03-05,14:25:00,2026-03-05,05:15:00,2026-03-06,05:47:00,4.94,66,390.98,39.22,26.28,3476.9,1030.7,4507.6,32,True,Tardía,Distancia larga
194,23,2,26,29,2026-05-23,20:15:00,2026-05-23,01:29:00,2026-05-24,01:29:00,11.08,13,202.32,40.79,26.22,2723.6,1069.51,3793.11,0,False,Entregada,Entrega realizada en tiempo
195,18,8,1,4,2026-08-01,10:08:00,2026-08-01,12:42:00,2026-08-01,12:42:00,3.46,26,106.65,11.39,24.49,1587.25,278.94,1866.19,0,False,Entregada,Entrega realizada en tiempo
196,81,6,38,38,2026-03-08,07:01:00,2026-03-08,11:32:00,2026-03-08,12:21:00,0.55,9,197.79,28.92,26.24,1615.95,758.86,2374.81,49,True,Tardía,Hora pico
197,12,22,8,3,2026-04-29,06:10:00,2026-04-29,08:27:00,2026-04-29,08:27:00,0.45,74,59.69,5.77,25.9,1435.45,149.44,1584.89,0,False,Entregada,Entrega realizada en tiempo
198,64,2,25,44,2026-04-20,09:22:00,2026-04-20,11:32:00,2026-04-20,11:32:00,7.12,28,64.97,13.1,24.1,1760.85,315.71,2076.56,0,False,Entregada,Entrega realizada en tiempo
199,58,10,3,40,2026-06-08,10:41:00,2026-06-08,03:43:00,2026-06-09,03:43:00,4.66,38,422.62,42.39,26.53,3383.1,1124.61,4507.71,0,False,Entregada,Entrega realizada en tiempo
200,62,4,6,18,2026-04-09,08:26:00,2026-04-09,00:34:00,2026-04-10,00:34:00,1.62,26,408.89,68.72,26.19,2914.45,1799.78,4714.23,0,False,Entregada,Entrega realizada en tiempo
201,32,35,51,2,2026-04-08,14:30:00,2026-04-08,00:25:00,2026-04-09,00:25:00,0.87,70,286.83,38.71,24.38,2581.15,943.75,3524.9,0,False,Entregada,Entrega realizada en tiempo
202,73,33,21,25,2026-03-11,09:01:00,2026-03-11,18:27:00,2026-03-11,18:27:00,0.57,41,344.68,43.96,23.12,2608.4,1016.36,3624.76,0,False,Entregada,Entrega realizada en tiempo
203,100,18,4,31,2026-05-16,14:49:00,2026-05-16,22:21:00,2026-05-16,22:21:00,0.25,75,192.3,18.01,26.9,2086.5,484.47,2570.97,0,False,Entregada,Entrega realizada en tiempo
204,13,16,43,16,2026-03-10,20:52:00,2026-03-10,11:20:00,2026-03-11,11:20:00,2.83,8,391.98,35.22,26.79,2806.9,943.54,3750.44,0,False,Entregada,Entrega realizada en tiempo
205,74,25,23,12,2026-02-15,10:37:00,2026-02-15,22:15:00,2026-02-15,22:15:00,10.97,41,403.01,85.75,25.79,3940.05,2211.49,6151.54,0,False,Entregada,Entrega realizada en tiempo
206,76,2,46,45,2026-04-01,08:36:00,2026-04-01,11:17:00,2026-04-01,11:17:00,13.38,25,80.31,16.19,26.24,2439.55,424.83,2864.38,0,False,Entregada,Entrega realizada en tiempo
207,64,35,20,12,2026-05-06,06:05:00,2026-05-06,17:43:00,2026-05-06,18:05:00,0.98,8,437.8,59.08,25.11,2851.0,1483.5,4334.5,22,True,Tardía,Distancia larga
208,1,22,59,40,2026-02-21,08:21:00,2026-02-21,01:23:00,2026-02-22,01:23:00,1.0,23,453.61,43.87,26.38,3052.05,1157.29,4209.34,0,False,Entregada,Entrega realizada en tiempo
209,42,4,2,10,2026-05-31,08:49:00,2026-05-31,11:14:00,2026-05-31,11:14:00,1.16,15,80.69,13.56,26.44,1139.45,358.53,1497.98,0,False,Entregada,Entrega realizada en tiempo
210,10,24,46,43,2026-04-12,08:21:00,2026-04-12,23:48:00,2026-04-13,01:26:00,6.23,39,471.62,44.2,24.27,3793.1,1072.73,4865.83,98,True,Tardía,"Tráfico alto, Hora pico, Distancia larga, Carga pesada"
211,91,36,45,40,2026-07-21,14:14:00,2026-07-21,07:16:00,2026-07-22,07:16:00,1.79,76,423.44,49.93,24.51,3404.2,1223.78,4627.98,0,False,Entregada,Entrega realizada en tiempo
212,94,19,9,12,2026-07-06,05:44:00,2026-07-06,17:22:00,2026-07-06,17:22:00,5.64,74,451.95,44.53,26.98,3915.75,1201.42,5117.17,0,False,Entregada,Entrega realizada en tiempo
213,73,3,12,39,2026-03-23,10:40:00,2026-03-23,19:03:00,2026-03-23,19:28:00,2.27,73,196.63,42.2,23.56,2294.15,994.23,3288.38,25,True,Tardía,Incidencia operativa
214,96,5,16,23,2026-03-23,09:40:00,2026-03-23,19:01:00,2026-03-23,19:01:00,13.82,12,272.57,34.24,25.68,3340.85,879.28,4220.13,0,False,Entregada,Entrega realizada en tiempo
215,94,22,29,1,2026-03-09,09:15:00,2026-03-09,15:34:00,2026-03-09,15:34:00,1.33,9,174.22,16.85,26.15,1576.1,440.63,2016.73,0,False,Entregada,Entrega realizada en tiempo
216,93,1,4,25,2026-04-23,16:10:00,2026-04-23,01:36:00,2026-04-24,01:36:00,1.36,53,323.08,31.19,24.51,2675.4,764.47,3439.87,0,False,Entregada,Entrega realizada en tiempo
217,70,25,7,31,2026-07-21,10:10:00,2026-07-21,17:42:00,2026-07-21,17:53:00,1.98,58,185.79,39.53,24.18,2090.95,955.84,3046.79,11,True,Tardía,Incidencia operativa
218,41,17,7,5,2026-03-29,09:56:00,2026-03-29,19:52:00,2026-03-29,20:48:00,0.92,49,296.84,52.72,25.38,2468.2,1338.03,3806.23,56,True,Tardía,"Tráfico alto, Hora pico, Carga pesada"
219,79,31,46,2,2026-04-21,09:38:00,2026-04-21,19:33:00,2026-04-21,20:17:00,13.57,56,298.78,42.44,26.9,3798.9,1141.64,4940.54,44,True,Tardía,"Tráfico alto, Hora pico"
220,53,36,47,47,2026-05-19,11:42:00,2026-05-19,23:26:00,2026-05-20,00:21:00,1.65,37,328.83,38.78,25.2,2605.15,977.26,3582.41,55,True,Tardía,"Tráfico alto, Distancia larga, Carga pesada"
221,63,10,4,24,2026-01-01,16:05:00,2026-01-01,00:42:00,2026-01-02,00:42:00,15.22,38,311.7,31.26,25.5,3884.5,797.13,4681.63,0,False,Entregada,Entrega realizada en tiempo
222,62,13,7,2,2026-02-22,09:40:00,2026-02-22,19:35:00,2026-02-22,19:35:00,8.43,38,304.86,24.87,24.89,3171.3,619.01,3790.31,0,False,Entregada,Entrega realizada en tiempo
223,15,20,51,26,2026-05-01,18:57:00,2026-05-01,00:56:00,2026-05-02,01:55:00,3.98,34,175.84,23.86,24.48,2049.2,584.09,2633.29,59,True,Tardía,"Tráfico alto, Hora pico"
224,49,24,12,29,2026-01-12,11:28:00,2026-01-12,16:42:00,2026-01-12,16:42:00,3.46,60,177.49,16.63,26.35,2213.45,438.2,2651.65,0,False,Entregada,Entrega realizada en tiempo
225,73,4,10,49,2026-06-28,08:05:00,2026-06-28,22:36:00,2026-06-28,22:36:00,2.29,45,378.21,63.56,24.66,2980.05,1567.39,4547.44,0,False,Entregada,Entrega realizada en tiempo
226,97,38,15,36,2026-01-16,15:52:00,2026-01-16,19:46:00,2026-01-16,19:46:00,8.23,67,108.79,9.24,25.14,2402.95,232.29,2635.24,0,False,Entregada,Entrega realizada en tiempo
227,61,37,57,16,2026-05-02,12:05:00,2026-05-02,02:33:00,2026-05-03,02:33:00,0.75,51,396.34,42.25,25.86,2964.7,1092.59,4057.29,0,False,Entregada,Entrega realizada en tiempo
228,65,37,58,34,2026-07-24,08:07:00,2026-07-24,11:58:00,2026-07-24,12:32:00,1.03,58,111.8,11.92,23.5,1626.0,280.12,1906.12,34,True,Tardía,"Hora pico, Carga pesada"
229,55,6,44,28,2026-02-21,08:53:00,2026-02-21,15:54:00,2026-02-21,16:13:00,0.62,77,258.52,37.8,24.55,2470.6,927.99,3398.59,19,True,Tardía,Hora pico
230,51,36,21,18,2026-05-14,17:58:00,2026-05-14,10:06:00,2026-05-15,10:06:00,1.51,2,435.79,51.39,25.49,2845.95,1309.93,4155.88,0,False,Entregada,Entrega realizada en tiempo
231,67,27,8,27,2026-02-08,08:36:00,2026-02-08,20:19:00,2026-02-08,20:19:00,7.37,76,337.89,43.43,26.86,3534.45,1166.53,4700.98,0,False,Entregada,Entrega realizada en tiempo
232,13,7,37,50,2026-01-26,12:55:00,2026-01-26,20:55:00,2026-01-26,20:55:00,1.47,69,235.16,38.55,26.51,2374.8,1021.96,3396.76,0,False,Entregada,Entrega realizada en tiempo
233,34,25,42,32,2026-05-27,18:02:00,2026-05-27,06:06:00,2026-05-28,07:01:00,3.59,23,361.66,76.95,23.16,2851.3,1782.16,4633.46,55,True,Tardía,"Hora pico, Distancia larga"
234,43,16,4,48,2026-05-02,11:57:00,2026-05-02,17:10:00,2026-05-02,17:48:00,14.77,48,167.02,15.01,24.12,3196.1,362.04,3558.14,38,True,Tardía,Tráfico alto
235,63,7,56,15,2026-02-04,12:47:00,2026-02-04,15:10:00,2026-02-04,15:10:00,1.12,57,66.18,10.85,24.28,1398.9,263.44,1662.34,0,False,Entregada,Entrega realizada en tiempo
236,94,27,39,42,2026-01-23,09:28:00,2026-01-23,12:39:00,2026-01-23,12:39:00,11.98,28,94.59,12.16,24.63,2394.95,299.5,2694.45,0,False,Entregada,Entrega realizada en tiempo
237,63,34,56,24,2026-07-30,06:32:00,2026-07-30,15:09:00,2026-07-30,15:57:00,6.93,21,291.97,24.25,23.54,2820.85,570.85,3391.7,48,True,Tardía,Tráfico alto
238,68,37,2,12,2026-02-19,09:53:00,2026-02-19,21:31:00,2026-02-19,22:25:00,0.95,8,387.53,41.31,24.1,2596.65,995.57,3592.22,54,True,Tardía,"Hora pico, Distancia larga, Carga pesada"
239,60,33,26,41,2026-02-01,05:15:00,2026-02-01,12:31:00,2026-02-01,12:31:00,0.5,48,205.9,26.26,24.78,1963.5,650.72,2614.22,0,False,Entregada,Entrega realizada en tiempo
240,61,38,36,23,2026-03-30,09:53:00,2026-03-30,19:14:00,2026-03-30,19:14:00,2.42,34,254.9,21.66,25.76,2288.5,557.96,2846.46,0,False,Entregada,Entrega realizada en tiempo
241,37,2,25,4,2026-02-11,09:54:00,2026-02-11,12:28:00,2026-02-11,12:28:00,11.95,29,109.62,22.1,25.71,2475.1,568.19,3043.29,0,False,Entregada,Entrega realizada en tiempo
242,35,27,33,2,2026-08-10,05:30:00,2026-08-10,15:25:00,2026-08-10,15:25:00,8.81,17,318.38,40.92,25.4,3108.9,1039.37,4148.27,0,False,Entregada,Entrega realizada en tiempo
243,2,15,17,39,2026-07-26,12:45:00,2026-07-26,21:08:00,2026-07-26,21:08:00,0.7,36,204.19,42.01,24.51,1878.95,1029.67,2908.62,0,False,Entregada,Entrega realizada en tiempo
244,45,30,17,14,2026-04-30,12:43:00,2026-04-30,21:28:00,2026-04-30,21:28:00,4.61,67,255.2,21.92,24.59,2773.0,539.01,3312.01,0,False,Entregada,Entrega realizada en tiempo
245,14,1,33,43,2026-08-04,14:35:00,2026-08-04,06:02:00,2026-08-05,06:02:00,1.53,77,450.72,43.51,24.19,3522.6,1052.51,4575.11,0,False,Entregada,Entrega realizada en tiempo
246,14,31,5,22,2026-03-12,13:55:00,2026-03-12,21:34:00,2026-03-12,21:34:00,10.44,36,318.26,45.21,25.84,3423.3,1168.23,4591.53,0,False,Entregada,Entrega realizada en tiempo
247,84,20,13,10,2026-05-13,10:57:00,2026-05-13,13:22:00,2026-05-13,13:22:00,12.07,8,77.6,10.53,26.21,2159.0,275.99,2434.99,0,False,Entregada,Entrega realizada en tiempo
248,77,26,43,21,2026-06-24,08:46:00,2026-06-24,15:49:00,2026-06-24,15:49:00,8.7,4,295.13,42.1,26.99,2877.65,1136.28,4013.93,0,False,Entregada,Entrega realizada en tiempo
249,34,27,26,25,2026-07-08,06:37:00,2026-07-08,16:03:00,2026-07-08,16:03:00,8.41,74,311.11,39.99,24.37,3488.55,974.56,4463.11,0,False,Entregada,Entrega realizada en tiempo
250,92,15,44,35,2026-06-13,18:58:00,2026-06-13,22:32:00,2026-06-13,22:32:00,1.0,46,159.93,32.91,26.38,1767.65,868.17,2635.82,0,False,Entregada,Entrega realizada en tiempo
251,85,36,12,19,2026-01-25,18:08:00,2026-01-25,06:49:00,2026-01-26,06:49:00,1.13,34,387.09,45.65,25.24,2820.45,1152.21,3972.66,0,False,Entregada,Entrega realizada en tiempo
252,24,22,42,6,2026-02-26,14:14:00,2026-02-26,15:08:00,2026-02-26,15:08:00,1.44,40,29.61,2.86,26.55,1112.05,75.93,1187.98,0,False,Entregada,Entrega realizada en tiempo
253,48,17,38,19,2026-04-29,08:30:00,2026-04-29,21:11:00,2026-04-29,21:11:00,0.33,7,378.54,67.24,25.33,2481.7,1703.19,4184.89,0,False,Entregada,Entrega realizada en tiempo
254,80,5,31,13,2026-05-09,08:55:00,2026-05-09,20:38:00,2026-05-09,20:38:00,11.35,49,314.37,39.49,24.65,3598.85,973.43,4572.28,0,False,Entregada,Entrega realizada en tiempo
255,20,9,13,22,2026-04-15,17:09:00,2026-04-15,00:48:00,2026-04-16,00:48:00,0.67,41,347.1,28.38,23.72,2630.5,673.17,3303.67,0,False,Entregada,Entrega realizada en tiempo
256,11,32,22,41,2026-02-15,13:40:00,2026-02-15,20:56:00,2026-02-15,21:22:00,4.33,8,193.04,17.49,26.04,1962.2,455.44,2417.64,26,True,Tardía,Carga pesada
257,22,37,49,11,2026-05-06,07:08:00,2026-05-06,09:54:00,2026-05-06,09:54:00,0.3,79,78.9,8.41,24.72,1556.5,207.9,1764.4,0,False,Entregada,Entrega realizada en tiempo
258,55,31,25,1,2026-01-10,20:12:00,2026-01-10,02:31:00,2026-01-11,02:31:00,21.64,48,173.68,24.67,26.57,3916.4,655.48,4571.88,0,False,Entregada,Entrega realizada en tiempo
259,97,34,13,2,2026-06-23,05:40:00,2026-06-23,15:35:00,2026-06-23,16:30:00,7.75,32,328.67,27.3,24.53,3174.35,669.67,3844.02,55,True,Tardía,"Tráfico alto, Distancia larga, Carga pesada"
260,76,20,11,5,2026-07-30,06:19:00,2026-07-30,16:15:00,2026-07-30,16:15:00,6.7,38,292.79,39.73,25.08,2937.95,996.43,3934.38,0,False,Entregada,Entrega realizada en tiempo
261,68,22,28,44,2026-02-04,13:57:00,2026-02-04,16:07:00,2026-02-04,16:07:00,0.73,63,59.38,5.74,23.75,1373.9,136.33,1510.23,0,False,Entregada,Entrega realizada en tiempo
262,52,2,15,15,2026-07-06,08:13:00,2026-07-06,10:36:00,2026-07-06,10:36:00,5.65,3,66.67,13.44,23.68,1422.35,318.26,1740.61,0,False,Entregada,Entrega realizada en tiempo
263,47,3,25,41,2026-03-07,20:39:00,2026-03-07,03:55:00,2026-03-08,03:55:00,0.25,7,188.69,40.49,23.19,1524.45,938.96,2463.41,0,False,Entregada,Entrega realizada en tiempo
264,14,2,4,45,2026-01-30,16:28:00,2026-01-30,19:09:00,2026-01-30,19:27:00,6.68,49,84.85,17.11,24.9,1984.25,426.04,2410.29,18,True,Tardía,Incidencia operativa
265,20,14,45,44,2026-06-11,05:19:00,2026-06-11,07:29:00,2026-06-11,07:29:00,6.8,54,62.98,6.79,25.65,1926.9,174.16,2101.06,0,False,Entregada,Entrega realizada en tiempo
